,count,mean,std,min,25%,50%,75%,max,skewness,kurtosis,range,CV,missing_pct,constant
MDS_NP2HOBB,5629.0,0.539349795700835,0.8093420007037218,0.0,0.0,0.0,1.0,4.0,1.6749908469826345,2.8764408579718226,4.0,1.5005883142164853,36.048625312428996,False
MDS_NP2TURN,5629.0,0.42387635459228995,0.6440685326017526,0.0,0.0,0.0,1.0,4.0,1.829863944160995,4.8666406401403535,4.0,1.519472661364319,36.048625312428996,False
MDS_NP2TRMR,5629.0,0.9427962337893054,0.8186243148625494,0.0,0.0,1.0,1.0,4.0,0.6811470932231939,0.32415912714777795,4.0,0.8682940019523818,36.048625312428996,False
MDS_NP2RISE,5629.0,0.5359744181915083,0.7281482853302074,0.0,0.0,0.0,1.0,4.0,1.4274068986029043,2.315052768368433,4.0,1.3585504468424718,36.048625312428996,False
MDS_NP2WALK,5630.0,0.51101243339254,0.7294063454816263,0.0,0.0,0.0,1.0,4.0,1.6461112882280744,3.171479654141073,4.0,1.4273749478837525,36.03726425812315,False
MDS_NP2FREZ,5630.0,0.16163410301953818,0.512919421165077,0.0,0.0,0.0,0.0,4.0,3.974781173971645,18.531911675884768,4.0,3.1733366386366857,36.03726425812315,False
NP2PTOT,5626.0,6.628154994667614,6.062901399294927,0.0,2.0,5.0,10.0,43.0,1.3495421418385098,2.6563295005839906,43.0,0.9147193154313022,36.082708475346514,False
Roche_count,84.0,2679.0714285714284,2544.584936853275,66.0,188.0,1265.5,5058.0,6515.0,0.3846600497116565,-1.6334918362161406,6449.0,0.949801080223581,99.04567143830948,False
Epwor_PTCGBOTH,5614.0,1.0876380477377983,0.40460604777371484,1.0,1.0,1.0,1.0,3.0,4.457477907609995,18.0183929715571,2.0,0.37200431578801757,36.21904112701659,False
Epwor_ESS1,5615.0,1.0226179875333927,0.8853121553007984,0.0,0.0,1.0,1.0,3.0,0.630792653068828,-0.2662896164377613,3.0,0.8657310609568065,36.207680072710744,False
Epwor_ESS2,5615.0,1.16206589492431,0.8897668679920369,0.0,1.0,1.0,2.0,3.0,0.440957410870918,-0.49978047198226117,3.0,0.7656767760575153,36.207680072710744,False
Epwor_ESS3,5614.0,0.4315995724973281,0.6802335347714906,0.0,0.0,0.0,1.0,3.0,1.553002626045287,1.9748674924621934,3.0,1.5760755527062107,36.21904112701659,False
Epwor_ESS4,5615.0,0.7807658058771149,0.9031397068415683,0.0,0.0,1.0,1.0,3.0,0.9762349762299048,0.06637286722905378,3.0,1.1567357331011419,36.207680072710744,False
Epwor_ESS5,5614.0,1.7930174563591021,1.0120850273916995,0.0,1.0,2.0,3.0,3.0,-0.2561654844099125,-1.1039159744209266,3.0,0.5644591042893902,36.21904112701659,False
Epwor_ESS6,5614.0,0.10188813680085501,0.3580834591518274,0.0,0.0,0.0,0.0,3.0,4.044859786236414,18.82225651569493,3.0,3.5144764679691587,36.21904112701659,False
Epwor_ESS7,5615.0,0.6325912733748887,0.8082046979592603,0.0,0.0,0.0,1.0,3.0,1.1568609348555,0.6467923214467519,3.0,1.2776096224778284,36.207680072710744,False
Epwor_ESS8,5612.0,0.11368496079828938,0.38122694805380525,0.0,0.0,0.0,0.0,3.0,3.931018538081131,18.016454455312864,3.0,3.3533630603102744,36.24176323562827,False
REM_PTCGBOTH,5617.0,1.102723873954068,0.4376609034047197,1.0,1.0,1.0,1.0,3.0,4.065562393448923,14.62465560180015,2.0,0.39689074821186804,36.18495796409907,False
REM_DRMVIVID,5618.0,0.5603417586329654,0.4963896973909523,0.0,0.0,1.0,1.0,1.0,-0.2432091084102667,-1.941540642091488,1.0,0.8858695425484022,36.173596909793226,False
REM_DRMAGRAC,5617.0,0.24408047000178032,0.4295789190061355,0.0,0.0,0.0,0.0,1.0,1.1919145672031688,-0.5795461456381652,1.0,1.7599889044912203,36.18495796409907,False
REM_DRMNOCTB,5608.0,0.2606990014265335,0.4390551287529315,0.0,0.0,0.0,1.0,1.0,1.0904615665212682,-0.8111829941021456,1.0,1.6841458016733515,36.287207452851625,False
REM_SLPLMBMV,5615.0,0.2860195903829029,0.4519388895175985,0.0,0.0,0.0,1.0,1.0,0.947281409768043,-1.1030509519987801,1.0,1.5800976741228616,36.207680072710744,False
REM_SLPINJUR,5615.0,0.1244879786286732,0.33016683040438805,0.0,0.0,0.0,0.0,1.0,2.2754909797472815,3.1789913931561617,1.0,2.6521985017462644,36.207680072710744,False
REM_DRMVERBL,5616.0,0.3198005698005698,0.4664406777948546,0.0,0.0,0.0,1.0,1.0,0.7729327017526902,-1.4030748359664706,1.0,1.4585361060667612,36.19631901840491,False
REM_DRMFIGHT,5614.0,0.2581047381546135,0.43763089145073203,0.0,0.0,0.0,1.0,1.0,1.1058701431249134,-0.7773282784306987,1.0,1.6955554345095993,36.21904112701659,False
REM_DRMUMV,5615.0,0.12146037399821906,0.32669061661375043,0.0,0.0,0.0,0.0,1.0,2.3182453756220536,3.3754637971082726,1.0,2.689688874319954,36.207680072710744,False
REM_DRMOBJFL,5615.0,0.06963490650044524,0.25455338606123773,0.0,0.0,0.0,0.0,1.0,3.3825394821790593,9.444937402551677,1.0,3.655542871442071,36.207680072710744,False
REM_MVAWAKEN,5617.0,0.20972049136549759,0.4071453285801752,0.0,0.0,0.0,0.0,1.0,1.4264336714912111,0.03472525670476445,1.0,1.9413712314387472,36.18495796409907,False
REM_DRMREMEM,5616.0,0.3790954415954416,0.4852051194972504,0.0,0.0,0.0,1.0,1.0,0.4985422703207013,-1.7520796915950483,1.0,1.279902278579877,36.19631901840491,False
REM_SLPDSTRB,5616.0,0.32834757834757833,0.4696538323772297,0.0,0.0,0.0,1.0,1.0,0.731234630155901,-1.4658180575194841,1.0,1.4303557064156844,36.19631901840491,False
REM_STROKE,5616.0,0.013354700854700854,0.11479851677744153,0.0,0.0,0.0,0.0,1.0,8.481271035242761,69.95687166381478,1.0,8.596112936294823,36.19631901840491,False
REM_HETRA,5616.0,0.0957977207977208,0.29433984459449,0.0,0.0,0.0,0.0,1.0,2.7474790422703217,5.550617676688978,1.0,3.072514065506795,36.19631901840491,False
REM_PARKISM,5616.0,0.6401353276353277,0.48000324597281013,0.0,0.0,1.0,1.0,1.0,-0.5841012632058767,-1.6594168016060769,1.0,0.749846517213714,36.19631901840491,False
REM_RLS,5616.0,0.07763532763532764,0.26762069526896026,0.0,0.0,0.0,0.0,1.0,3.1575670207044295,7.973068775529573,1.0,3.447150973923121,36.19631901840491,False
REM_NARCLPSY,5616.0,0.00641025641025641,0.07981415498250251,0.0,0.0,0.0,0.0,1.0,12.372882633241177,151.14205004892642,1.0,12.451008177270392,36.19631901840491,False
REM_DEPRS,5616.0,0.1762820512820513,0.381093886299255,0.0,0.0,0.0,0.0,1.0,1.6994934088429388,0.8885941707883216,1.0,2.16184168227941,36.19631901840491,False
REM_EPILEPSY,5616.0,0.005341880341880342,0.07289918335049397,0.0,0.0,0.0,0.0,1.0,13.575854213222511,182.368763636839,1.0,13.646727123212472,36.19631901840491,False
REM_BRNINFM,5616.0,0.004273504273504274,0.06523802012137056,0.0,0.0,0.0,0.0,1.0,15.202886245529209,229.2093773439644,1.0,15.265696708400709,36.19631901840491,False
REM_CNSOTH,5605.0,0.04424620874219447,0.20565998122786708,0.0,0.0,0.0,0.0,1.0,4.433691674927456,17.663924658292498,1.0,4.648081430573367,36.32129061576914,False
Inclu_EXFAMPD,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,98.56850715746421,True
Inclu_EXNEURCURR,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,98.56850715746421,True
Inclu_INAGE30,986.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,88.79800045444217,True
Inclu_INLRRK2,0.0,,,,,,,,,,,,100.0,False
Inclu_INLRRK2GBA,16.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,99.81822313110656,True
Inclu_INLRRK2GBACORE,0.0,,,,,,,,,,,,100.0,False
Inclu_INHY1OR2,635.0,0.9968503937007874,0.05607707611790296,0.0,1.0,1.0,1.0,1.0,-17.776255670716488,314.98734679514547,1.0,0.056254254873409765,92.78573051579187,False
Inclu_EX60DYPDRX,618.0,0.0048543689320388345,0.06956028707831764,0.0,0.0,0.0,0.0,1.0,14.28266810325134,202.65042772416953,1.0,14.329419138133435,92.97886843899114,False
Inclu_EX90DYPDRX,618.0,0.003236245954692557,0.05684189320814007,0.0,0.0,0.0,0.0,1.0,17.535539203513125,306.48699717490285,1.0,17.564145001315282,92.97886843899114,False
Inclu_EXABCOND,986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,88.79800045444217,True
Inclu_EXANTCOAG,986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,88.79800045444217,True
Inclu_EXATYPPD,819.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,90.69529652351737,True
Inclu_EXCURPDRX,617.0,0.0032414910858995136,0.05688786272172457,0.0,0.0,0.0,0.0,1.0,17.521276416296658,305.9869760063454,1.0,17.549905649652032,92.99022949329698,False
Inclu_EXDARX6MO,986.0,0.0010141987829614604,0.03184648776492411,0.0,0.0,0.0,0.0,1.0,31.40063693621513,985.9999999999993,1.0,31.40063693621517,88.79800045444217,False
Inclu_EXMEDDBS,0.0,,,,,,,,,,,,100.0,False
Inclu_EXDEMNTDX,819.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,90.69529652351737,True
Inclu_EXNEURMRI,945.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,89.2638036809816,True
Inclu_EXUNSAFLP,986.0,0.0010141987829614604,0.0318464877649241,0.0,0.0,0.0,0.0,1.0,31.400636936215136,985.9999999999999,1.0,31.400636936215164,88.79800045444217,False
Inclu_EXOTHRSN,545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,93.80822540331742,True
Inclu_IN2CARDPD,860.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,90.22949329697796,True
Inclu_IN2YRPD,635.0,0.984251968503937,0.12459726721916822,0.0,1.0,1.0,1.0,1.0,-7.797634753366304,58.98889051532785,1.0,0.1265908234946749,92.78573051579187,False
Inclu_IN7YRPD,0.0,,,,,,,,,,,,100.0,False
Inclu_INCNST,986.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,88.79800045444217,True
Inclu_INHOLDRX,986.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,88.79800045444217,True
Inclu_INNOMED6MO,618.0,0.9983818770226537,0.040225899335456484,0.0,1.0,1.0,1.0,1.0,-24.85960578931211,618.0,1.0,0.04029109528251557,92.97886843899114,False
Inclu_INPREGNT,986.0,0.9989858012170385,0.0318464877649241,0.0,1.0,1.0,1.0,1.0,-31.400636936215133,985.9999999999995,1.0,0.031878819224583924,88.79800045444217,False
Inclu_EXPDDEMDX,0.0,,,,,,,,,,,,100.0,False
Inclu_INAGE4030,0.0,,,,,,,,,,,,100.0,False
Inclu_INAGE6030,0.0,,,,,,,,,,,,100.0,False
Inclu_INDATSCN,575.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,93.46739377414224,True
Inclu_INPRESCRN,0.0,,,,,,,,,,,,100.0,False
Inclu_INSAA,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,99.95455578277664,True
Inclu_INHY1TO3,212.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,97.591456487162,True
Inclu_INPDSC,25.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,99.715973642354,True
Inclu_INPDDXSC,0.0,,,,,,,,,,,,100.0,False
Inclu_INSNCAPARK,25.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,99.715973642354,True
Inclu_INSNCAPARKCORE,0.0,,,,,,,,,,,,100.0,False
Inclu_INUPSIT,203.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,97.69370597591457,True
Age_AGE_AT_VISIT,5755.0,63.977445699391836,10.035959783798788,29.7,57.9,65.0,71.1,89.4,-0.5371408344108878,0.3012378407834797,59.7,0.15686715332391254,34.61713246989321,False
Demog_AFICBERB,0.0,,,,,,,,,,,,100.0,False
Demog_ASHKJEW,0.0,,,,,,,,,,,,100.0,False
Demog_BASQUE,0.0,,,,,,,,,,,,100.0,False
Demog_SEX,0.0,,,,,,,,,,,,100.0,False
Demog_CHLDBEAR,0.0,,,,,,,,,,,,100.0,False
Demog_HOWLIVE,0.0,,,,,,,,,,,,100.0,False
Demog_GAYLES,0.0,,,,,,,,,,,,100.0,False
Demog_HETERO,0.0,,,,,,,,,,,,100.0,False
Demog_BISEXUAL,0.0,,,,,,,,,,,,100.0,False
Demog_PANSEXUAL,0.0,,,,,,,,,,,,100.0,False
Demog_ASEXUAL,0.0,,,,,,,,,,,,100.0,False
Demog_OTHSEXUALITY,0.0,,,,,,,,,,,,100.0,False
Demog_HANDED,0.0,,,,,,,,,,,,100.0,False
Demog_HISPLAT,0.0,,,,,,,,,,,,100.0,False
Demog_RAASIAN,0.0,,,,,,,,,,,,100.0,False
Demog_RABLACK,0.0,,,,,,,,,,,,100.0,False
Demog_RAHAWOPI,0.0,,,,,,,,,,,,100.0,False
Demog_RAINDALS,0.0,,,,,,,,,,,,100.0,False
Demog_RANOS,0.0,,,,,,,,,,,,100.0,False
Demog_RAWHITE,0.0,,,,,,,,,,,,100.0,False
Demog_RAUNKNOWN,0.0,,,,,,,,,,,,100.0,False
TARGET_NHY,4756.0,1.462573591253154,0.860677123113486,0.0,1.0,2.0,2.0,5.0,-0.4780897095010725,-0.24021712982544585,5.0,0.5884675672121534,45.96682572142694,False
TARGET_TOTAL_UPDRS,2436.0,43.820197044334975,20.775353095049702,0.0,29.0,41.0,56.0,165.0,0.9082154108893199,1.453905820063969,165.0,0.47410451107808327,72.32447171097478,False
TARGET_UPDRS_DELTA_12,154.0,3.688311688311688,12.99347220748906,-23.0,-4.75,2.0,12.0,57.0,0.6521582216603397,1.1676012055810654,80.0,3.5228780280868226,98.2503976369007,False
TARGET_UPDRS_DELTA_24,128.0,7.359375,17.292633894461364,-74.0,-2.0,8.5,16.25,60.0,-0.6874797788421854,3.5924354268433554,134.0,2.3497421852346654,98.54578504885254,False
TARGET_UPDRS_DELTA_36,110.0,10.3,18.819543813753782,-55.0,-1.0,10.0,20.0,66.0,-0.020824517529842716,1.6757614079165841,121.0,1.8271401760926,98.75028402635765,False
