Feature,Quality_Score,Missing_Penalty,Variance
Xing_PRECAUDATE_R_REF_CWM,3.7196091797318793,0.7850488525335151,0.13786049829335126
Xing_PREDORSALPUTAMEN_L_REF_CWM,3.7196091797318793,0.7850488525335151,0.1990701031815331
Xing_POSCOMMISSURAL_PUTAMEN_L_REF_CWM,3.7196091797318793,0.7850488525335151,0.07539197408331218
Xing_PRECOMMISSURAL_PUTAMEN_L_REF_CWM,3.7196091797318793,0.7850488525335151,0.15653520459101364
Xing_CAUDATE_R_REF_CWM,3.7196091797318793,0.7850488525335151,0.10161283086233558
Xing_STRIATUM_R_REF_CWM,3.7196091797318793,0.7850488525335151,0.08053394749581583
Xing_POSVENTRALPUTAMEN_L_REF_CWM,3.7196091797318793,0.7850488525335151,0.056636493437815495
Xing_POSDORSALPUTAMEN_L_REF_CWM,3.7196091797318793,0.7850488525335151,0.08727978157915037
Xing_PREVENTRALPUTAMEN_L_REF_CWM,3.7196091797318793,0.7850488525335151,0.1296926795782403
Xing_STRIATUM_L_REF_CWM,3.7196091797318793,0.7850488525335151,0.07352700004360256
Xing_CAUDATE_L_REF_CWM,3.7196091797318793,0.7850488525335151,0.09724113968134358
Xing_PUTAMEN_L_REF_CWM,3.7196091797318793,0.7850488525335151,0.09855186487568239
Xing_PRECAUDATE_L_REF_CWM,3.7196091797318793,0.7850488525335151,0.13319597456182228
Xing_POSCAUDATE_L_REF_CWM,3.7196091797318793,0.7850488525335151,0.03562720494766016
Xing_POSVENTRALPUTAMEN_REF_CWM,3.7196091797318793,0.7850488525335151,0.04696709225741607
Xing_PREVENTRALPUTAMEN_REF_CWM,3.7196091797318793,0.7850488525335151,0.11439574380368564
Xing_POSDORSALPUTAMEN_REF_CWM,3.7196091797318793,0.7850488525335151,0.07845259295449793
Xing_PRECAUDATE_REF_CWM,3.7196091797318793,0.7850488525335151,0.11840811977398226
Xing_POSCAUDATE_REF_CWM,3.7196091797318793,0.7850488525335151,0.029128996341857446
Xing_PRECOMMISSURAL_PUTAMEN_REF_CWM,3.7196091797318793,0.7850488525335151,0.1428047257343397
Xing_POSCOMMISSURAL_PUTAMEN_REF_CWM,3.7196091797318793,0.7850488525335151,0.06724694483046993
Xing_PREDORSALPUTAMEN_REF_CWM,3.7196091797318793,0.7850488525335151,0.1809985416622412
Xing_STRIATUM_REF_CWM,3.7196091797318793,0.7850488525335151,0.06678486063393643
Xing_PUTAMEN_REF_CWM,3.7196091797318793,0.7850488525335151,0.09133399657664043
Xing_CAUDATE_REF_CWM,3.7196091797318793,0.7850488525335151,0.08692642594329654
Neuro_PLRRRSP,3.7105203362872077,0.786184957964099,0.5179283183645844
Neuro_PLRLRSP,3.7105203362872077,0.786184957964099,0.5203647301359702
Clini_DIAGSINLV,3.6241763235628266,0.7969779595546467,0.005567771719479556
MDS-U_ONEXAM,3.5796409906839353,0.8025448761645081,0.058312514533410444
MDS-U_NP4WDYSKDEN,3.522381276982504,0.809702340377187,3.25961019276378
MDS-U_NP4WDYSKNUM,3.52056350829357,0.8099295614633037,3.798452483433765
MDS-U_NP4OFFDEN,3.5178368552601684,0.810270393092479,5.522228520789457
MDS-U_NP4OFFNUM,3.5178368552601684,0.810270393092479,3.589509656540724
MDS-U_NP4DYSTNDEN,3.5160190865712337,0.8104976141785958,0.7793203949138229
