Feature,Overall_Mean,Temporal_Variance,Coefficient_of_Variation,Baseline_vs_V04_Shift
clini_NP3LGAGL,0.606684885431995,0.6966163626247399,1.3757314331575776,0.13152667015484043
clini_NP3RISNG,0.2261929787681312,0.29028939336532605,2.381970968516009,0.3131933202692341
clini_NP3GAIT,0.6859365146100483,0.480401419854376,1.010457888664457,0.09645014252169226
clini_NP3FRZGT,0.06264452385957536,0.130641701406612,5.769760700085839,-0.11433926897844425
clini_NP3PSTBL,0.16691191927685517,0.29257189573048303,3.240626296824667,0.18123034776484426
clini_NP3POSTR,0.6546142526802606,0.6268989102509815,1.2095206868136559,0.07784332102100443
clini_NP3BRADY,1.062854740382594,0.7893621599296897,0.8359190794819498,0.061145136330943144
clini_NP3PTRMR,0.37923060752575155,0.4326888107702995,1.7345405232370197,0.06978978112998718
clini_NP3PTRML,0.3352953542148413,0.335618988651667,1.7278089774600003,0.012183692596063778
clini_NP3KTRMR,0.3195291149884381,0.3028418303653436,1.7222551602455185,0.03560329270692069
clini_NP3KTRML,0.36850956485179737,0.32989964945643385,1.5586268820637967,-0.04549168007639123
clini_NP3RTARU,0.6602900988017658,1.0229244742774715,1.5317468638204106,0.14103529763513323
clini_NP3RTALU,0.5150304813958377,0.7666474601724552,1.7000626169700332,0.16490434974364646
clini_NP3RTARL,0.20075677948286735,0.3017824380979524,2.736382228811452,0.09281527488761457
clini_NP3RTALL,0.16249737229346226,0.23620469537787078,2.990872645632487,0.20968294968797846
clini_NP3RTALJ,0.06222409081353794,0.0932678025902424,4.908031176537908,-0.02203096743535257
clini_NP3RTCON,1.2722303973092286,2.0013586281506623,1.1119792699540711,0.11005756461704228
NP3TOT,20.636115198654615,207.05448179328664,0.6972915047261785,0.0908845387224944
clini_DYSKPRES,0.020601219255833508,0.02018105141146517,6.895709701905786,0.690806850132061
clini_DYSKIRAT,0.0223463687150838,0.021887767864587678,6.620545531474605,16.058823529411764
NHY,1.4834980029430314,2.8233714451705274,1.1326534261449115,0.08724768845556666
clini_priority,1.1036367458482237,0.9045220951002577,0.8617542580852868,-0.33941635669942166
Geria_GDSSATIS,0.9148670355166875,0.07789924597312745,0.30507642434328497,0.010401362297823544
Geria_GDSDROPD,0.1772264858111726,0.1458432880381124,2.154837860214142,0.0035873866066164495
Geria_GDSEMPTY,0.05980007140307033,0.05623406107480297,3.9655006150214778,-0.09234848629366091
Geria_GDSBORED,0.1344162799000357,0.11636931641408199,2.537858300222192,0.03676130121750813
Geria_GDSGSPIR,0.9069975008925384,0.08436809461971301,0.3202454957443196,0.011832827529847075
Geria_GDSAFRAD,0.15670176691058363,0.13216991229070107,2.3200236254708555,-0.19557956474764612
Geria_GDSHAPPY,0.8743305962156372,0.10989622205602724,0.3791540550170071,0.005409621004927224
Geria_GDSHLPLS,0.0842405854006782,0.07715787998766152,3.2973782352727756,-0.08650037003177932
Geria_GDSHOME,0.31345947875758656,0.21524105611527902,1.4800662314906783,0.05283916934186426
Geria_GDSMEMRY,0.22809209352132787,0.17609751954297448,1.839782095201259,-0.04262249772969557
Geria_GDSALIVE,0.9075330239200285,0.08393181688815833,0.31922792489700275,-0.010807031129599074
Geria_GDSWRTLS,0.062120671188861123,0.05827209541622502,3.8859228873128506,0.12099184996381254
Geria_GDSENRGY,0.5324883970010711,0.2489889504991618,0.9370869469007288,-0.02873530328176358
Geria_GDSHOPLS,0.06640485540878258,0.0620063191908468,3.7498866512719764,-5.8544581698927945e-05
Geria_GDSBETER,0.09925026776151374,0.08941561348412755,3.012832539499032,-0.1749379652605459
Neuro_MTRRSP,0.05316824471959213,0.07318022205109505,5.087969960744751,
Neuro_CORDRSP,0.03520271910657927,0.04999893291149733,6.351907390387556,
Neuro_SENRSP,0.1206603544549648,0.1561514822330943,3.2749785415715627,
Neuro_RFLXRSP,0.2573440155377519,0.24555982115832514,1.9255933653200896,
Neuro_PLRRRSP,0.26461211477151964,0.5179283183645844,2.7197256988287584,
Neuro_PLRLRSP,0.2630180658873539,0.5203647301359702,2.742637100523008,
Neuro_GAITRSP,0.06839517210549843,0.08163485629152896,4.1774606678463755,
Neuro_MNTLRSP,0.012963790791238265,0.012801453518360508,8.727656156582897,
